"","...1","id","especie","ultima_modificacion","altura","circ_tronco_cm","diametro_tronco","long","lat","seccion","nombre_seccion","area_seccion","inclinacion_peligrosa","circ_tronco_cm_cat"
"9277",9277,14299,"Fresno americano","06/12/2011 10:00","Bajo (2 - 4 mts)",45,"Mediano",-68.87713,-32.8682,8,"Aeroparque",2203365,0,"bajo"
"9278",9278,24890,"Morera","17/02/2011 09:07","Alto (> 8 mts)",147,"Grande",-68.8388,-32.89744,2,"Barrio Civico",2366816,0,"medio"
"9279",9279,6851,"Fresno europeo","09/06/2011 11:36","Alto (> 8 mts)",110,"Grande",-68.85675,-32.89576,5,"Residencial Sur",2423809,0,"medio"
"9280",9280,15948,"Jacarand","25/11/2011 09:24","Bajo (2 - 4 mts)",18,"Chico",-68.87337,-32.87645,7,"Residencial Parque",1786336,0,"bajo"
"9281",9281,28733,"Morera","11/03/2011 13:40","Alto (> 8 mts)",250,"Grande",-68.84795,-32.88724,1,"Parque Central",1655358,0,"alto"
"9282",9282,45413,"Ligustro","09/09/2011 16:04","Medio (4 - 8 mts)",50,"Mediano",-68.82507,-32.87221,4,"Cuarta Este <U+0041>rea Fundacional",1822016,0,"bajo"
"9283",9283,48290,"Fresno americano","17/08/2011 09:58","Alto (> 8 mts)",180,"Grande",-68.82894,-32.86796,4,"Cuarta Este <U+0041>rea Fundacional",1822016,1,"medio"
"9284",9284,39307,"Fresno europeo","30/11/2010 11:03","Muy bajo (1 - 2 mts)",2,"Chico",-68.85606,-32.87257,6,"Residencial Norte",2694682,0,"bajo"
"9285",9285,7864,"Acer","21/06/2011 13:20","Alto (> 8 mts)",125,"Grande",-68.85292,-32.88987,5,"Residencial Sur",2423809,0,"medio"
"9286",9286,31942,"Pltano","03/06/2011 09:02","Alto (> 8 mts)",220,"Grande",-68.86015,-32.88449,5,"Residencial Sur",2423809,0,"alto"
"9287",9287,33833,"Fresno americano","16/05/2011 13:37","Medio (4 - 8 mts)",60,"Mediano",-68.85399,-32.88575,5,"Residencial Sur",2423809,0,"bajo"
"9288",9288,34840,"Pltano","30/03/2011 09:37","Alto (> 8 mts)",198,"Grande",-68.85187,-32.87679,6,"Residencial Norte",2694682,0,"medio"
"9289",9289,10344,"Morera","30/11/2010 11:22","Medio (4 - 8 mts)",45,"Mediano",-68.85569,-32.87278,6,"Residencial Norte",2694682,0,"bajo"
"9290",9290,11508,"Perenne","22/02/2011 11:19","Bajo (2 - 4 mts)",45,"Mediano",-68.8529,-32.86648,6,"Residencial Norte",2694682,0,"bajo"
"9291",9291,3854,"Tilo","31/08/2011 11:45","Medio (4 - 8 mts)",100,"Grande",-68.82754,-32.87063,4,"Cuarta Este <U+0041>rea Fundacional",1822016,0,"bajo"
"9292",9292,28112,"Morera","14/03/2011 16:52","Medio (4 - 8 mts)",28,"Mediano",-68.84709,-32.89253,2,"Barrio Civico",2366816,0,"bajo"
"9293",9293,34648,"Morera","01/04/2011 09:22","Alto (> 8 mts)",160,"Grande",-68.84937,-32.87647,6,"Residencial Norte",2694682,0,"medio"
"9294",9294,3809,"Jacarand","02/09/2011 10:24","Medio (4 - 8 mts)",20,"Chico",-68.83052,-32.87048,4,"Cuarta Este <U+0041>rea Fundacional",1822016,0,"bajo"
"9295",9295,43280,"Pltano","21/10/2011 17:31","Alto (> 8 mts)",170,"Grande",-68.83384,-32.88026,1,"Parque Central",1655358,1,"medio"
"9296",9296,13256,"Morera","22/02/2011 13:12","Alto (> 8 mts)",136,"Grande",-68.8471,-32.86578,6,"Residencial Norte",2694682,0,"medio"
"9297",9297,25766,"Paraiso","03/02/2011 09:31","Alto (> 8 mts)",124,"Grande",-68.84205,-32.90392,2,"Barrio Civico",2366816,0,"medio"
"9298",9298,40257,"Pltano","14/04/2011 10:02","Alto (> 8 mts)",170,"Grande",-68.84631,-32.88246,1,"Parque Central",1655358,0,"medio"
"9299",9299,23383,"Fresno americano","28/01/2011 09:30","Alto (> 8 mts)",120,"Grande",-68.84941,-32.90236,2,"Barrio Civico",2366816,0,"medio"
"9300",9300,33914,"Morera","13/07/2011 11:24","Alto (> 8 mts)",200,"Grande",-68.85324,-32.88552,5,"Residencial Sur",2423809,1,"medio"
"9301",9301,18269,"Morera","04/08/2011 10:23","Alto (> 8 mts)",122,"Grande",-68.83938,-32.86963,4,"Cuarta Oeste",1173333,0,"medio"
"9302",9302,13951,"Fresno americano","29/11/2011 12:59","Bajo (2 - 4 mts)",40,"Mediano",-68.87627,-32.86501,8,"Aeroparque",2203365,0,"bajo"
"9303",9303,21415,"Pltano","10/05/2011 11:57","Alto (> 8 mts)",170,"Grande",-68.8565,-32.89211,5,"Residencial Sur",2423809,1,"medio"
"9304",9304,6227,"Pltano","11/04/2011 15:12","Bajo (2 - 4 mts)",6,"Chico",-68.8386,-32.88712,3,"Parque O'Higgins",1531146,0,"bajo"
"9305",9305,47360,"Morera","23/09/2011 08:48","Medio (4 - 8 mts)",146,"Grande",-68.82781,-32.87441,4,"Cuarta Este <U+0041>rea Fundacional",1822016,0,"medio"
"9306",9306,37604,"Morera","13/12/2010 09:22","Bajo (2 - 4 mts)",35,"Mediano",-68.84975,-32.87169,6,"Residencial Norte",2694682,0,"bajo"
"9307",9307,19973,"Morera","05/08/2011 08:54","Alto (> 8 mts)",170,"Grande",-68.83289,-32.8646,4,"Cuarta Oeste",1173333,1,"medio"
"9308",9308,13005,"Fresno europeo","15/02/2011 10:11","Muy bajo (1 - 2 mts)",6,"Chico",-68.84409,-32.86595,4,"Cuarta Oeste",1173333,0,"bajo"
"9309",9309,25441,"Olmo comun","11/02/2011 09:09","Alto (> 8 mts)",145,"Grande",-68.83751,-32.89988,2,"Barrio Civico",2366816,0,"medio"
"9310",9310,44361,"Fresno europeo","17/10/2011 13:01","Bajo (2 - 4 mts)",25,"Mediano",-68.83684,-32.88235,1,"Parque Central",1655358,0,"bajo"
"9311",9311,44075,"Morera","14/10/2011 11:25","Medio (4 - 8 mts)",140,"Grande",-68.83118,-32.88538,3,"Parque O'Higgins",1531146,0,"medio"
"9312",9312,33212,"Pltano","09/05/2011 12:37","Alto (> 8 mts)",210,"Grande",-68.85482,-32.89123,5,"Residencial Sur",2423809,0,"alto"
"9313",9313,32381,"Pltano","06/05/2011 09:11","Alto (> 8 mts)",190,"Grande",-68.8529,-32.89226,5,"Residencial Sur",2423809,0,"medio"
"9314",9314,22821,"Paraiso","14/06/2011 12:12","Alto (> 8 mts)",78,"Grande",-68.85818,-32.90219,5,"Residencial Sur",2423809,0,"bajo"
"9315",9315,41932,"Fresno europeo","20/04/2011 09:24","Medio (4 - 8 mts)",84,"Grande",-68.8378,-32.87907,1,"Parque Central",1655358,0,"bajo"
"9316",9316,19434,"Fresno europeo","01/07/2011 12:20","Alto (> 8 mts)",130,"Grande",-68.83481,-32.87169,4,"Cuarta Oeste",1173333,0,"medio"
"9317",9317,39989,"lamo blanco","25/04/2011 09:32","Medio (4 - 8 mts)",60,"Mediano",-68.84499,-32.87701,1,"Parque Central",1655358,0,"bajo"
"9318",9318,30628,"Paraiso","07/02/2011 13:30","Medio (4 - 8 mts)",60,"Mediano",-68.8581,-32.86759,6,"Residencial Norte",2694682,0,"bajo"
"9319",9319,28958,"Pltano","25/04/2011 12:30","Alto (> 8 mts)",137,"Grande",-68.84498,-32.88599,1,"Parque Central",1655358,0,"medio"
"9320",9320,38829,"Morera","13/12/2010 14:19","Alto (> 8 mts)",100,"Grande",-68.84952,-32.87134,6,"Residencial Norte",2694682,1,"bajo"
"9321",9321,17969,"Morera","01/08/2011 09:36","Bajo (2 - 4 mts)",12,"Chico",-68.83983,-32.86721,4,"Cuarta Oeste",1173333,0,"bajo"
"9322",9322,15315,"Palo borracho","17/11/2011 12:41","Muy bajo (1 - 2 mts)",85,"Grande",-68.8593,-32.87071,6,"Residencial Norte",2694682,0,"bajo"
"9323",9323,23259,"Fresno europeo","27/01/2012 12:20","Bajo (2 - 4 mts)",70,"Grande",-68.85179,-32.90138,2,"Barrio Civico",2366816,0,"bajo"
"9324",9324,34501,"Morera","29/03/2011 10:40","Alto (> 8 mts)",140,"Grande",-68.85055,-32.87589,6,"Residencial Norte",2694682,1,"medio"
"9325",9325,4509,"Fresno europeo","01/08/2011 10:16","Muy bajo (1 - 2 mts)",18,"Chico",-68.84015,-32.86814,4,"Cuarta Oeste",1173333,0,"bajo"
"9326",9326,25961,"Fresno europeo","01/02/2011 11:16","Alto (> 8 mts)",134,"Grande",-68.83894,-32.90433,2,"Barrio Civico",2366816,1,"medio"
"9327",9327,3765,"Fresno americano","29/08/2011 09:46","Medio (4 - 8 mts)",25,"Mediano",-68.81874,-32.86965,4,"Cuarta Este <U+0041>rea Fundacional",1822016,0,"bajo"
"9328",9328,36927,"Morera","07/04/2011 16:09","Muy bajo (1 - 2 mts)",12,"Chico",-68.85875,-32.87991,7,"Residencial Parque",1786336,0,"bajo"
"9329",9329,21279,"Fresno americano","13/06/2011 12:34","Medio (4 - 8 mts)",86,"Grande",-68.85199,-32.89641,5,"Residencial Sur",2423809,0,"bajo"
"9330",9330,10939,"Fresno europeo","07/04/2011 16:28","Bajo (2 - 4 mts)",45,"Mediano",-68.85852,-32.87906,7,"Residencial Parque",1786336,0,"bajo"
"9331",9331,7699,"Morera","24/05/2011 09:31","Bajo (2 - 4 mts)",120,"Grande",-68.85187,-32.884,1,"Parque Central",1655358,0,"medio"
"9332",9332,10753,"Pltano","05/04/2011 14:01","Alto (> 8 mts)",80,"Grande",-68.85597,-32.87615,6,"Residencial Norte",2694682,0,"bajo"
"9333",9333,2971,"Fresno europeo","16/09/2011 09:35","Alto (> 8 mts)",123,"Grande",-68.82457,-32.87193,4,"Cuarta Este <U+0041>rea Fundacional",1822016,1,"medio"
"9334",9334,32737,"Morera","17/05/2011 12:42","Alto (> 8 mts)",170,"Grande",-68.85299,-32.88693,5,"Residencial Sur",2423809,0,"medio"
"9335",9335,17477,"Paraiso","16/01/2012 09:43","Alto (> 8 mts)",170,"Grande",-68.83542,-32.86892,4,"Cuarta Oeste",1173333,0,"medio"
"9336",9336,4396,"Fresno europeo","22/07/2011 09:24","Medio (4 - 8 mts)",72,"Grande",-68.84049,-32.86946,4,"Cuarta Oeste",1173333,0,"bajo"
"9337",9337,9925,"Caducifolio","17/11/2010 10:14","Bajo (2 - 4 mts)",90,"Grande",-68.85781,-32.8703,6,"Residencial Norte",2694682,0,"bajo"
"9338",9338,37047,"Pltano","05/04/2011 12:01","Alto (> 8 mts)",140,"Grande",-68.85678,-32.87599,6,"Residencial Norte",2694682,0,"medio"
"9339",9339,36838,"Fresno americano","28/03/2011 17:10","Medio (4 - 8 mts)",18,"Chico",-68.85829,-32.87903,7,"Residencial Parque",1786336,0,"bajo"
"9340",9340,21519,"Morera","12/05/2011 10:45","Alto (> 8 mts)",140,"Grande",-68.85409,-32.89367,5,"Residencial Sur",2423809,0,"medio"
"9341",9341,34642,"Morera","31/03/2011 13:42","Medio (4 - 8 mts)",65,"Grande",-68.84905,-32.87636,6,"Residencial Norte",2694682,0,"bajo"
"9342",9342,26465,"Fresno europeo","09/11/2011 09:57","Medio (4 - 8 mts)",100,"Grande",-68.83261,-32.89132,3,"Parque O'Higgins",1531146,0,"bajo"
"9343",9343,11958,"Morera","02/06/2010 11:44","Medio (4 - 8 mts)",65,"Grande",-68.85163,-32.86817,6,"Residencial Norte",2694682,0,"bajo"
"9344",9344,34243,"Morera","23/03/2011 09:21","Bajo (2 - 4 mts)",64,"Grande",-68.85297,-32.87512,6,"Residencial Norte",2694682,0,"bajo"
"9345",9345,28455,"Morera","28/02/2011 09:02","Alto (> 8 mts)",152,"Grande",-68.84712,-32.88971,2,"Barrio Civico",2366816,1,"medio"
"9346",9346,47427,"Paraiso","22/09/2011 09:21","Alto (> 8 mts)",160,"Grande",-68.82768,-32.8744,4,"Cuarta Este <U+0041>rea Fundacional",1822016,0,"medio"
"9347",9347,43623,"Pltano","12/10/2011 15:06","Alto (> 8 mts)",140,"Grande",-68.83372,-32.88361,3,"Parque O'Higgins",1531146,0,"medio"
"9348",9348,43222,"Morera","04/10/2011 09:31","Medio (4 - 8 mts)",95,"Grande",-68.83491,-32.87876,1,"Parque Central",1655358,1,"bajo"
"9349",9349,3965,"Morera","26/09/2011 11:01","Medio (4 - 8 mts)",170,"Grande",-68.82791,-32.87758,4,"Cuarta Este <U+0041>rea Fundacional",1822016,0,"medio"
"9350",9350,30289,"Morera","04/03/2011 12:06","Alto (> 8 mts)",168,"Grande",-68.84092,-32.89029,3,"Parque O'Higgins",1531146,0,"medio"
"9351",9351,9997,"Fresno europeo","04/11/2010 11:44","Bajo (2 - 4 mts)",42,"Mediano",-68.85229,-32.86985,6,"Residencial Norte",2694682,0,"bajo"
"9352",9352,10445,"Paraiso","09/03/2011 13:09","Alto (> 8 mts)",120,"Grande",-68.85602,-32.87384,6,"Residencial Norte",2694682,0,"medio"
"9353",9353,6035,"Morera","18/04/2011 10:40","Alto (> 8 mts)",52,"Mediano",-68.8476,-32.8859,1,"Parque Central",1655358,0,"bajo"
"9354",9354,27080,"Pltano","21/10/2011 14:35","Muy bajo (1 - 2 mts)",8,"Chico",-68.83867,-32.88832,3,"Parque O'Higgins",1531146,0,"bajo"
"9355",9355,9110,"Morera","23/02/2011 09:00","Bajo (2 - 4 mts)",25,"Mediano",-68.85282,-32.86578,6,"Residencial Norte",2694682,0,"bajo"
"9356",9356,35189,"Fresno europeo","29/03/2011 10:36","Alto (> 8 mts)",130,"Grande",-68.8518,-32.88261,1,"Parque Central",1655358,0,"medio"
"9357",9357,46166,"Paraiso","27/09/2011 10:46","Alto (> 8 mts)",150,"Grande",-68.82325,-32.87464,4,"Cuarta Este <U+0041>rea Fundacional",1822016,0,"medio"
"9358",9358,40770,"Morera","19/04/2011 09:07","Alto (> 8 mts)",170,"Grande",-68.84153,-32.88377,1,"Parque Central",1655358,0,"medio"
"9359",9359,13680,"Morera","23/02/2011 11:52","Alto (> 8 mts)",123,"Grande",-68.85271,-32.86526,6,"Residencial Norte",2694682,0,"medio"
"9360",9360,29577,"Pltano","04/03/2011 09:58","Alto (> 8 mts)",143,"Grande",-68.84462,-32.89188,2,"Barrio Civico",2366816,0,"medio"
"9361",9361,10912,"Acer","21/03/2011 09:31","Medio (4 - 8 mts)",58,"Mediano",-68.85347,-32.87947,6,"Residencial Norte",2694682,0,"bajo"
"9362",9362,39563,"Paraiso","28/10/2010 11:48","Alto (> 8 mts)",210,"Grande",-68.85004,-32.86896,6,"Residencial Norte",2694682,0,"alto"
"9363",9363,46001,"Fresno europeo","27/09/2011 10:13","Medio (4 - 8 mts)",160,"Grande",-68.82153,-32.87359,4,"Cuarta Este <U+0041>rea Fundacional",1822016,0,"medio"
"9364",9364,27191,"Acer","26/10/2011 12:34","Medio (4 - 8 mts)",80,"Grande",-68.8357,-32.8907,3,"Parque O'Higgins",1531146,0,"bajo"
"9365",9365,7419,"Morera","17/06/2011 17:51","Alto (> 8 mts)",96,"Grande",-68.85819,-32.9004,5,"Residencial Sur",2423809,1,"bajo"
"9366",9366,39987,"Morera","25/04/2011 09:38","Medio (4 - 8 mts)",160,"Grande",-68.84512,-32.87706,1,"Parque Central",1655358,1,"medio"
"9367",9367,27104,"Fresno europeo","27/10/2011 09:07","Alto (> 8 mts)",180,"Grande",-68.83703,-32.88881,3,"Parque O'Higgins",1531146,0,"medio"
"9368",9368,4476,"Acer","28/07/2011 14:01","Medio (4 - 8 mts)",40,"Mediano",-68.8395,-32.86789,4,"Cuarta Oeste",1173333,0,"bajo"
"9369",9369,30501,"Pltano","04/04/2011 15:26","Alto (> 8 mts)",172,"Grande",-68.83993,-32.88822,3,"Parque O'Higgins",1531146,0,"medio"
"9370",9370,39022,"Paraiso","27/12/2010 09:39","Alto (> 8 mts)",240,"Grande",-68.85476,-32.87119,6,"Residencial Norte",2694682,0,"alto"
"9371",9371,27268,"Fresno europeo","26/10/2011 08:58","Alto (> 8 mts)",105,"Grande",-68.83692,-32.88921,3,"Parque O'Higgins",1531146,0,"medio"
"9372",9372,16443,"Morera","16/08/2011 09:05","Alto (> 8 mts)",120,"Grande",-68.84179,-32.8646,4,"Cuarta Oeste",1173333,0,"medio"
"9373",9373,22165,"Morera","18/05/2011 10:57","Alto (> 8 mts)",168,"Grande",-68.85405,-32.89902,5,"Residencial Sur",2423809,0,"medio"
"9374",9374,13080,"Morera","17/02/2011 10:16","Alto (> 8 mts)",170,"Grande",-68.84638,-32.86447,4,"Cuarta Oeste",1173333,0,"medio"
"9375",9375,3432,"Fresno europeo","17/08/2011 09:38","Alto (> 8 mts)",123,"Grande",-68.82907,-32.86771,4,"Cuarta Este <U+0041>rea Fundacional",1822016,0,"medio"
"9376",9376,46626,"Morera","05/09/2011 08:34","Alto (> 8 mts)",200,"Grande",-68.83045,-32.8695,4,"Cuarta Este <U+0041>rea Fundacional",1822016,0,"medio"
"9377",9377,39292,"Jacarand","30/11/2010 09:46","Muy bajo (1 - 2 mts)",15,"Chico",-68.85528,-32.87245,6,"Residencial Norte",2694682,0,"bajo"
"9378",9378,30363,"Morera","14/03/2011 11:04","Alto (> 8 mts)",125,"Grande",-68.83981,-32.89066,3,"Parque O'Higgins",1531146,0,"medio"
"9379",9379,8872,"Fresno europeo","05/04/2010 11:19","Bajo (2 - 4 mts)",22,"Mediano",-68.85307,-32.8683,6,"Residencial Norte",2694682,0,"bajo"
"9380",9380,26617,"Pltano","03/11/2011 11:00","Muy bajo (1 - 2 mts)",8,"Chico",-68.83346,-32.89002,3,"Parque O'Higgins",1531146,0,"bajo"
"9381",9381,7469,"Morera","17/06/2011 07:47","Alto (> 8 mts)",108,"Grande",-68.86239,-32.90021,5,"Residencial Sur",2423809,1,"medio"
"9382",9382,2257,"Paraiso","28/10/2011 08:27","Alto (> 8 mts)",145,"Grande",-68.83815,-32.89261,3,"Parque O'Higgins",1531146,0,"medio"
"9383",9383,11801,"Olmo bola","02/03/2011 10:55","Medio (4 - 8 mts)",50,"Mediano",-68.85081,-32.8648,6,"Residencial Norte",2694682,0,"bajo"
"9384",9384,27433,"Olmo bola","25/10/2011 09:19","Medio (4 - 8 mts)",105,"Grande",-68.83457,-32.89206,3,"Parque O'Higgins",1531146,1,"medio"
"9385",9385,35248,"Fresno europeo","22/03/2011 11:15","Bajo (2 - 4 mts)",52,"Mediano",-68.85323,-32.88236,1,"Parque Central",1655358,0,"bajo"
"9386",9386,33409,"Morera","02/06/2011 12:29","Alto (> 8 mts)",110,"Grande",-68.85706,-32.88762,5,"Residencial Sur",2423809,0,"medio"
"9387",9387,5289,"Morera","28/04/2011 09:23","Bajo (2 - 4 mts)",22,"Mediano",-68.84409,-32.87729,1,"Parque Central",1655358,0,"bajo"
"9388",9388,22614,"Fresno europeo","23/06/2011 10:11","Alto (> 8 mts)",125,"Grande",-68.8625,-32.90126,5,"Residencial Sur",2423809,0,"medio"
"9389",9389,25878,"Morera","04/02/2011 14:10","Medio (4 - 8 mts)",108,"Grande",-68.83923,-32.90184,2,"Barrio Civico",2366816,1,"medio"
"9390",9390,2809,"Morera","10/11/2011 11:58","Bajo (2 - 4 mts)",37,"Mediano",-68.8296,-32.88497,3,"Parque O'Higgins",1531146,0,"bajo"
"9391",9391,39599,"Morera","25/10/2010 10:22","Medio (4 - 8 mts)",48,"Mediano",-68.84775,-32.86871,6,"Residencial Norte",2694682,0,"bajo"
"9392",9392,5694,"lamo criollo","29/04/2011 10:38","Medio (4 - 8 mts)",20,"Chico",-68.83931,-32.8752,1,"Parque Central",1655358,0,"bajo"
"9393",9393,37318,"Morera","16/03/2011 13:44","Alto (> 8 mts)",180,"Grande",-68.85814,-32.87464,6,"Residencial Norte",2694682,0,"medio"
"9394",9394,28027,"Morera","16/03/2011 18:36","Alto (> 8 mts)",156,"Grande",-68.84577,-32.89292,2,"Barrio Civico",2366816,1,"medio"
"9395",9395,7428,"Fresno europeo","17/06/2011 17:22","Alto (> 8 mts)",52,"Mediano",-68.85709,-32.89983,5,"Residencial Sur",2423809,0,"bajo"
"9396",9396,28162,"Tipa","22/02/2011 09:27","Alto (> 8 mts)",226,"Grande",-68.84789,-32.89203,2,"Barrio Civico",2366816,0,"alto"
"9397",9397,32011,"Morera","03/06/2011 10:52","Alto (> 8 mts)",146,"Grande",-68.85795,-32.88732,5,"Residencial Sur",2423809,0,"medio"
"9398",9398,37651,"Morera","29/02/2012 08:19","Medio (4 - 8 mts)",100,"Grande",-68.85292,-32.87243,6,"Residencial Norte",2694682,0,"bajo"
"9399",9399,40559,"Pltano","18/04/2011 09:16","Alto (> 8 mts)",170,"Grande",-68.84695,-32.88464,1,"Parque Central",1655358,0,"medio"
"9400",9400,8363,"Fresno europeo","03/02/2011 16:32","Bajo (2 - 4 mts)",58,"Mediano",-68.83981,-32.90174,2,"Barrio Civico",2366816,0,"bajo"
"9401",9401,14597,"Morera","14/12/2011 10:06","Medio (4 - 8 mts)",25,"Mediano",-68.87949,-32.8683,8,"Aeroparque",2203365,0,"bajo"
"9402",9402,18748,"Perenne","12/07/2011 10:04","Muy bajo (1 - 2 mts)",10,"Chico",-68.83707,-32.87324,4,"Cuarta Oeste",1173333,0,"bajo"
"9403",9403,8760,"Fresno europeo","16/02/2011 13:44","Medio (4 - 8 mts)",45,"Mediano",-68.83951,-32.89649,2,"Barrio Civico",2366816,0,"bajo"
"9404",9404,34037,"Fresno europeo","27/05/2011 10:44","Bajo (2 - 4 mts)",90,"Grande",-68.85492,-32.885,5,"Residencial Sur",2423809,0,"bajo"
"9405",9405,13127,"Morera","17/02/2011 12:31","Alto (> 8 mts)",150,"Grande",-68.84554,-32.86506,4,"Cuarta Oeste",1173333,0,"medio"
"9406",9406,29456,"Morera","15/03/2011 13:23","Muy bajo (1 - 2 mts)",12,"Chico",-68.84461,-32.89412,2,"Barrio Civico",2366816,0,"bajo"
"9407",9407,21676,"Morera","10/06/2011 08:44","Alto (> 8 mts)",108,"Grande",-68.85554,-32.89509,5,"Residencial Sur",2423809,1,"medio"
"9408",9408,22478,"Paraiso","23/06/2011 12:19","Alto (> 8 mts)",160,"Grande",-68.86225,-32.89898,5,"Residencial Sur",2423809,0,"medio"
"9409",9409,2419,"Fresno europeo","19/10/2011 12:38","Bajo (2 - 4 mts)",80,"Grande",-68.83154,-32.88875,3,"Parque O'Higgins",1531146,0,"bajo"
"9410",9410,13918,"Jacarand","30/11/2011 12:18","Bajo (2 - 4 mts)",66,"Grande",-68.87574,-32.86607,8,"Aeroparque",2203365,0,"bajo"
"9411",9411,23430,"Paraiso","27/01/2011 15:17","Bajo (2 - 4 mts)",40,"Mediano",-68.85007,-32.90319,2,"Barrio Civico",2366816,0,"bajo"
"9412",9412,45465,"Fresno europeo","19/09/2011 11:04","Medio (4 - 8 mts)",65,"Grande",-68.82313,-32.87146,4,"Cuarta Este <U+0041>rea Fundacional",1822016,0,"bajo"
"9413",9413,18337,"Morera","02/08/2011 10:07","Alto (> 8 mts)",142,"Grande",-68.83862,-32.86752,4,"Cuarta Oeste",1173333,0,"medio"
"9414",9414,20973,"Morera","14/06/2011 13:50","Alto (> 8 mts)",110,"Grande",-68.8627,-32.90184,5,"Residencial Sur",2423809,0,"medio"
"9415",9415,41356,"Acacia SP","25/04/2011 10:17","Muy bajo (1 - 2 mts)",20,"Chico",-68.84036,-32.88201,1,"Parque Central",1655358,0,"bajo"
"9416",9416,42199,"Fresno europeo","04/05/2011 10:42","Bajo (2 - 4 mts)",30,"Mediano",-68.84092,-32.87324,4,"Cuarta Oeste",1173333,0,"bajo"
"9417",9417,24882,"Morera","16/02/2011 08:32","Alto (> 8 mts)",240,"Grande",-68.83828,-32.89647,2,"Barrio Civico",2366816,1,"alto"
"9418",9418,43682,"Morera","13/10/2011 16:51","Medio (4 - 8 mts)",120,"Grande",-68.83462,-32.88236,3,"Parque O'Higgins",1531146,0,"medio"
"9419",9419,43943,"Pltano","12/10/2011 11:48","Alto (> 8 mts)",270,"Grande",-68.83153,-32.8838,3,"Parque O'Higgins",1531146,0,"alto"
"9420",9420,22944,"Morera","19/05/2011 15:44","Alto (> 8 mts)",96,"Grande",-68.85439,-32.90046,5,"Residencial Sur",2423809,0,"bajo"
"9421",9421,45503,"Prunas","19/09/2011 11:10","Bajo (2 - 4 mts)",40,"Mediano",-68.82071,-32.8723,4,"Cuarta Este <U+0041>rea Fundacional",1822016,0,"bajo"
"9422",9422,16701,"Acer","20/07/2011 12:49","Alto (> 8 mts)",82,"Grande",-68.84028,-32.86418,4,"Cuarta Oeste",1173333,0,"bajo"
"9423",9423,46955,"lamo blanco","09/09/2011 11:12","Alto (> 8 mts)",155,"Grande",-68.83127,-32.87083,4,"Cuarta Este <U+0041>rea Fundacional",1822016,0,"medio"
"9424",9424,44466,"Pltano","17/10/2011 12:59","Alto (> 8 mts)",250,"Grande",-68.83641,-32.88363,3,"Parque O'Higgins",1531146,0,"alto"
"9425",9425,21192,"Pltano","06/05/2011 09:04","Alto (> 8 mts)",180,"Grande",-68.8529,-32.89277,5,"Residencial Sur",2423809,0,"medio"
"9426",9426,18498,"Paraiso sombrilla","07/07/2011 10:17","Alto (> 8 mts)",180,"Grande",-68.83846,-32.8731,4,"Cuarta Oeste",1173333,0,"medio"
"9427",9427,30385,"Fresno europeo","02/03/2011 13:24","Medio (4 - 8 mts)",50,"Mediano",-68.84012,-32.88942,3,"Parque O'Higgins",1531146,0,"bajo"
"9428",9428,14855,"Paraiso","19/12/2011 07:48","Medio (4 - 8 mts)",70,"Grande",-68.88094,-32.874,8,"Aeroparque",2203365,0,"bajo"
"9429",9429,48304,"Paraiso sombrilla","19/08/2011 11:16","Medio (4 - 8 mts)",106,"Grande",-68.82849,-32.86868,4,"Cuarta Este <U+0041>rea Fundacional",1822016,0,"medio"
"9430",9430,31783,"Fresno europeo","27/06/2011 10:59","Muy bajo (1 - 2 mts)",8,"Chico",-68.8589,-32.88958,5,"Residencial Sur",2423809,0,"bajo"
"9431",9431,8588,"Paraiso","11/02/2011 09:06","Alto (> 8 mts)",125,"Grande",-68.83728,-32.89951,2,"Barrio Civico",2366816,1,"medio"
"9432",9432,42271,"Morera","03/05/2011 11:52","Medio (4 - 8 mts)",95,"Grande",-68.83838,-32.87619,1,"Parque Central",1655358,0,"bajo"
"9433",9433,25365,"Morera","10/02/2011 13:45","Alto (> 8 mts)",140,"Grande",-68.8385,-32.90066,2,"Barrio Civico",2366816,0,"medio"
"9434",9434,35577,"Morera","09/03/2011 09:42","Alto (> 8 mts)",145,"Grande",-68.85563,-32.87385,6,"Residencial Norte",2694682,0,"medio"
"9435",9435,43403,"Morera","27/10/2011 15:53","Medio (4 - 8 mts)",150,"Grande",-68.83159,-32.88126,3,"Parque O'Higgins",1531146,0,"medio"
"9436",9436,46083,"Acer","27/09/2011 10:22","Medio (4 - 8 mts)",85,"Grande",-68.82255,-32.87444,4,"Cuarta Este <U+0041>rea Fundacional",1822016,0,"bajo"
"9437",9437,43287,"Morera","07/10/2011 11:53","Alto (> 8 mts)",140,"Grande",-68.83261,-32.87995,3,"Parque O'Higgins",1531146,1,"medio"
"9438",9438,34747,"Fresno americano","30/03/2011 12:52","Alto (> 8 mts)",107,"Grande",-68.85037,-32.87865,6,"Residencial Norte",2694682,0,"medio"
"9439",9439,35972,"Fresno europeo","23/03/2011 09:19","Bajo (2 - 4 mts)",24,"Mediano",-68.85453,-32.87629,6,"Residencial Norte",2694682,0,"bajo"
"9440",9440,21487,"Fresno europeo","11/05/2011 11:23","Medio (4 - 8 mts)",75,"Grande",-68.85821,-32.8928,5,"Residencial Sur",2423809,0,"bajo"
"9441",9441,38495,"Paraiso","02/11/2010 10:37","Alto (> 8 mts)",197,"Grande",-68.85031,-32.87008,6,"Residencial Norte",2694682,0,"medio"
